node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,leaf
atla1278,volt1241,nort3149,came1255,uban1244,sere1262,sere1266,sere1263,ndog1247,,,,,,,,,,,,,,,ndog1248
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,arab1393,jude1277,,,,,,,,,,,,,,,,sana1295
drav1251,sout3133,sout3139,gond1265,nort3258,nort2702,,,,,,,,,,,,,,,,,,betu1237
sino1245,burm1265,lolo1265,lolo1267,nili1235,liso1234,nucl1734,lisu1252,lalu1234,lalo1240,grea1292,core1258,cent2297,,,,,,,,,,,xish1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sout3387,nucl1826,dims1234,soth1248,west2997,cent2406,seso1234,,,,,,,,,,sout2807
musk1252,,,,,,,,,,,,,,,,,,,,,,,mika1239
mand1469,west2780,mand1431,sout2842,mend1263,mend1264,mend1265,,,,,,,,,,,,,,,,,mend1266
aust1307,mala1545,east2712,ocea1241,admi1239,west2532,,,,,,,,,,,,,,,,,,wuvu1239
worr1236,west2435,,,,,,,,,,,,,,,,,,,,,,worr1237
pama1250,karn1253,palk1239,arab1266,,,,,,,,,,,,,,,,,,,,arab1267
worr1236,ngar1284,,,,,,,,,,,,,,,,,,,,,,guwi1238
aust1305,bahn1264,west2399,sout2690,mnon1258,mnon1259,sout2691,,,,,,,,,,,,,,,,,cent1992
more1255,more1256,namb1292,,,,,,,,,,,,,,,,,,,,,namb1293
chuk1271,kamc1243,,,,,,,,,,,,,,,,,,,,,,itel1242
aust1305,mang1377,,,,,,,,,,,,,,,,,,,,,,mang1378
indo1319,clas1257,balt1263,slav1255,sout3147,west2804,,,,,,,,,,,,,,,,,,sout1528
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,east2753,cent2315,sout3239,,,,,,,,,,,,,,mask1242
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,ital1285,west2813,shif1234,sout3183,west2838,cast1243,,,,,,,,,,,stan1288
turk1311,comm1245,cent2326,sout2693,saya1244,,,,,,,,,,,,,,,,,,,tuvi1240
east1459,meax1236,,,,,,,,,,,,,,,,,,,,,,meya1236
aust1307,mala1545,,,,,,,,,,,,,,,,,,,,,,pala1344
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,newg1239,west2857,simb1260,ghan1246,,,,,,,,,,,ghan1242
indo1319,clas1257,indo1320,indo1321,midd1375,dard1244,nucl1819,kohi1251,dirs1236,,,,,,,,,,,,,,,torw1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,njil1234,sout3233,kune1234,cimb1239,ndon1253,,,,,,,,,,,,kuan1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,west2968,nzad1235,lwer1234,ding1244,loan1238,kwil1238,kasa1251,kwak1270,saka1301,boma1248,,,,,,,tien1242
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,beta1260,,,,,,,,,,,,,,,,,coco1260
araw1281,sout3131,kamp1244,,,,,,,,,,,,,,,,,,,,,yane1238
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,nort3235,,,,,,,,,,,,,,kapi1249
nakh1245,dagh1238,lezg1248,nucl1321,sout2753,,,,,,,,,,,,,,,,,,,kryt1240
zapa1251,zapa1252,,,,,,,,,,,,,,,,,,,,,,zapa1253
sino1245,bodi1256,tsha1247,,,,,,,,,,,,,,,,,,,,,tsha1245
aust1307,mala1545,land1261,bida1239,sout2922,,,,,,,,,,,,,,,,,,,kemb1249
aust1307,mala1545,java1253,,,,,,,,,,,,,,,,,,,,,kawi1241
atla1278,volt1241,nort3149,,,,,,,,,,,,,,,,,,,,,kamm1249
turk1311,comm1245,kipc1239,east2791,,,,,,,,,,,,,,,,,,,,kirg1245
aust1307,mala1545,east2712,ocea1241,admi1239,east2459,sout2879,loup1244,,,,,,,,,,,,,,,,balu1257
tequ1244,,,,,,,,,,,,,,,,,,,,,,,high1242
pano1259,pano1256,main1279,pano1257,head1239,yami1255,,,,,,,,,,,,,,,,,,shan1283
drav1251,sout3133,sout3139,kond1294,mand1411,kuik1244,,,,,,,,,,,,,,,,,,kuvi1243
ural1272,khan1279,east2774,,,,,,,,,,,,,,,,,,,,,surg1248
sino1245,kuki1245,karb1240,,,,,,,,,,,,,,,,,,,,,amri1238
ural1272,finn1317,coas1319,neva1234,nort3282,nucl1717,,,,,,,,,,,,,,,,,,finn1318
drav1251,nort2698,kuru1300,malt1248,,,,,,,,,,,,,,,,,,,,saur1249
aust1307,mala1545,east2712,ocea1241,sout2853,guad1241,nucl1470,nort2832,,,,,,,,,,,,,,,,leng1259
quec1387,quec1388,chin1494,quec1389,colo1257,ecua1248,,,,,,,,,,,,,,,,,,cald1236
chib1249,core1252,voti1248,,,,,,,,,,,,,,,,,,,,,male1297
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,ital1285,west2813,shif1234,nort3208,gall1280,oila1234,cent2283,,,,,,,,,,pica1241
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,pona1248,,,,,,,,,,,,,,,moki1238
indo1319,clas1257,balt1263,slav1255,west2792,czec1260,,,,,,,,,,,,,,,,,,czec1258
aust1305,bahn1264,,,,,,,,,,,,,,,,,,,,,,cuaa1241
choc1280,embe1258,atra1235,pana1309,,,,,,,,,,,,,,,,,,,,nort2972
nduu1242,nucl1642,ambu1246,,,,,,,,,,,,,,,,,,,,,ambu1247
aust1307,mala1545,nort3238,meso1254,sout3211,cent2296,nucl1754,bont1246,bont1247,,,,,,,,,,,,,,,fina1242
aust1307,mala1545,grea1284,dana1253,,,,,,,,,,,,,,,,,,,,iran1262
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nyat1247,,,,,,,,,,,,,,,,nila1242
afro1255,chad1250,west2785,west2714,west2718,,,,,,,,,,,,,,,,,,,haus1257
quec1387,quec1388,chin1494,quec1389,boli1262,,,,,,,,,,,,,,,,,,,sout2991
atla1278,volt1241,nort3149,came1255,uban1244,band1341,nucl1797,cent2021,cent2022,mids1242,,,,,,,,,,,,,,mono1270
huit1251,nucl1659,mini1255,,,,,,,,,,,,,,,,,,,,,muru1274
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,peri1262,nind1243,,,,,,,,,,,,,,labo1244
atla1278,volt1241,kwav1236,nyoa1234,poto1254,tano1248,guan1278,nort3204,nkon1245,,,,,,,,,,,,,,,nkon1248
aust1307,mala1545,nort3238,nort3187,,,,,,,,,,,,,,,,,,,,dupa1235
indo1319,clas1257,tokh1241,,,,,,,,,,,,,,,,,,,,,tokh1243
aust1307,tsou1250,kana1292,,,,,,,,,,,,,,,,,,,,,saar1237
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,macr1276,coat1245,coat1242,,,,,,,,,,,,,,,sanb1241
more1255,more1256,tond1250,,,,,,,,,,,,,,,,,,,,,aram1253
nakh1245,dagh1238,avar1255,tsez1239,west2429,,,,,,,,,,,,,,,,,,,dido1241
aust1307,mala1545,east2712,ocea1241,,,,,,,,,,,,,,,,,,,,cent2060
aust1307,mala1545,basa1291,grea1283,sout2919,mala1537,nort3196,nort3207,,,,,,,,,,,,,,,,anta1255
japo1237,ryuk1243,ryuk1244,miya1259,ikem1234,,,,,,,,,,,,,,,,,,,irab1238
utoa1244,nort2953,,,,,,,,,,,,,,,,,,,,,,hopi1249
jica1245,,,,,,,,,,,,,,,,,,,,,,,toll1241
ayma1253,nucl1667,,,,,,,,,,,,,,,,,,,,,,cent2142
aust1305,moni1258,,,,,,,,,,,,,,,,,,,,,,nyah1250
worr1236,,,,,,,,,,,,,,,,,,,,,,,ngar1284
mand1469,east2697,sout3140,guro1245,guro1246,dant1235,tour1245,,,,,,,,,,,,,,,,,tour1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,grea1287,west2833,mash1271,,,,,,,,,,,,,,mbuk1240
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,east2755,banj1240,bera1266,,,,,,,,,,,,,,,bera1262
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,njil1234,sout3233,kune1234,cimb1239,here1252,,,,,,,,,,,,here1253
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,huon1245,sout2878,buan1245,mume1239,zena1251,,,,,,,,,,,,,pate1247
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,nort3191,,,,,,,,,,,,,,,,,hass1238
timo1261,alor1249,nucl1821,west2994,adan1252,,,,,,,,,,,,,,,,,,,adan1251
atla1278,volt1241,kwav1236,nyoa1234,poto1254,tano1248,cent2262,biaa1238,nort2767,,,,,,,,,,,,,,,anuf1239
atla1278,volt1241,benu1247,kain1275,cent2242,basa1288,basa1279,,,,,,,,,,,,,,,,,basa1282
sino1245,burm1265,lolo1265,lolo1267,hani1249,biso1244,hani1250,,,,,,,,,,,,,,,,,honi1244
pano1259,pano1256,main1279,pano1257,poya1240,,,,,,,,,,,,,,,,,,,poya1241
tupi1275,mawe1252,awet1245,tupi1276,tupi1281,guaj1258,,,,,,,,,,,,,,,,,,avac1239
aust1307,mala1545,grea1284,goro1257,goro1273,,,,,,,,,,,,,,,,,,,lola1250
utoa1244,sout3136,cora1261,azte1234,east2720,sier1253,,,,,,,,,,,,,,,,,,sier1248
araw1281,japu1236,nucl1764,nort3362,bani1258,bani1259,,,,,,,,,,,,,,,,,,bani1255
algi1248,algo1256,algo1257,east2765,ojib1240,ojib1241,,,,,,,,,,,,,,,,,,otta1242
saha1256,east2432,,,,,,,,,,,,,,,,,,,,,,zagh1240
,,,,,,,,,,,,,,,,,,,,,,,kunz1244
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,biha1245,mait1254,sada1243,sadr1250,sada1242,,,,,,,,,,,sadr1248
eski1264,eski1265,yupi1267,,,,,,,,,,,,,,,,,,,,,cent2128
sino1245,bodi1256,kaik1248,ghal1247,tama1367,guru1260,mana1287,,,,,,,,,,,,,,,,,mana1288
aust1307,mala1545,mala1536,nort3170,bali1277,,,,,,,,,,,,,,,,,,,bali1278
aust1307,mala1545,toli1244,,,,,,,,,,,,,,,,,,,,,toto1304
arau1255,,,,,,,,,,,,,,,,,,,,,,,mapu1245
otom1299,east2557,amuz1253,mixt1422,mixt1423,mixt1427,nort3199,,,,,,,,,,,,,,,,,coat1241
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,newg1239,east2761,rovi1239,hoav1239,,,,,,,,,,,hoav1238
tupi1275,mawe1252,awet1245,tupi1276,,,,,,,,,,,,,,,,,,,,kama1373
indo1319,clas1257,germ1287,nort3152,west2793,nort3175,angl1264,angl1265,,,,,,,,,,,,,,,,olde1238
sali1255,inte1241,sout1559,,,,,,,,,,,,,,,,,,,,,okan1243
,,,,,,,,,,,,,,,,,,,,,,,esse1238
kolo1268,kima1245,,,,,,,,,,,,,,,,,,,,,,rian1263
afro1255,cush1243,cent2193,nort3158,nort3163,,,,,,,,,,,,,,,,,,,bili1260
worr1236,ngar1284,,,,,,,,,,,,,,,,,,,,,,ngar1285
nucl1709,mada1298,croi1234,mabu1247,koko1271,,,,,,,,,,,,,,,,,,,gira1247
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,cent2299,taku1258,,,,,,,,,,,taku1257
aust1307,mala1545,cent2080,samb1319,abel1234,,,,,,,,,,,,,,,,,,,aben1249
lowe1437,ramu1234,lowe1439,kire1239,,,,,,,,,,,,,,,,,,,,kire1240
aust1307,mala1545,east2712,ocea1241,sout3173,sout2868,,,,,,,,,,,,,,,,,,anei1239
nucl1709,cent2120,simb1258,nucl1617,goli1246,,,,,,,,,,,,,,,,,,,salt1242
pama1250,yimi1234,yidi1249,,,,,,,,,,,,,,,,,,,,,dyaa1242
sout2772,,,,,,,,,,,,,,,,,,,,,,,nang1259
hmon1336,mien1242,mien1243,,,,,,,,,,,,,,,,,,,,,biao1256
,,,,,,,,,,,,,,,,,,,,,,,yana1271
sino1245,burm1265,lolo1265,lolo1267,nili1235,liso1234,lipo1243,,,,,,,,,,,,,,,,,lolo1259
tung1282,east2366,orok1264,,,,,,,,,,,,,,,,,,,,,nana1257
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,sant1458,cent2063,zaza1247,,,,,,,,,,,,blab1237
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,tami1297,,,,,,,,,,,,,,,,koda1255
,,,,,,,,,,,,,,,,,,,,,,,mola1238
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,peri1262,sout3240,,,,,,,,,,,,,,katb1237
aust1307,mala1545,east2712,ocea1241,sout3173,sout2868,tann1242,nort3218,whit1270,,,,,,,,,,,,,,,nort2847
afro1255,chad1250,west2785,west2714,west2799,west2717,anga1311,,,,,,,,,,,,,,,,,goem1240
indo1319,clas1257,indo1320,iran1269,cent2317,cent2318,nort3177,komi1276,,,,,,,,,,,,,,,,sang1315
sino1245,hima1249,maha1306,newa1245,than1258,,,,,,,,,,,,,,,,,,,bara1357
mand1469,west2780,mand1431,cent2047,mand1432,mand1433,mand1434,mand1435,east2425,,,,,,,,,,,,,,,bolo1266
pano1259,pano1256,main1279,pano1257,head1239,yami1255,,,,,,,,,,,,,,,,,,yora1241
chib1249,core1252,magd1236,nort3000,arhu1241,,,,,,,,,,,,,,,,,,,cogu1240
aust1307,mala1545,grea1284,suba1253,nucl1726,east2769,,,,,,,,,,,,,,,,,,east2694
nakh1245,nakh1246,chec1244,,,,,,,,,,,,,,,,,,,,,chec1245
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,belr1234,,,,,,,,,,,,,,,mato1252
,,,,,,,,,,,,,,,,,,,,,,,kute1249
nyul1248,east2381,nyik1244,,,,,,,,,,,,,,,,,,,,,warr1258
afro1255,cush1243,cent2193,nort3158,nort3163,,,,,,,,,,,,,,,,,,,xamt1239
atha1245,atha1246,atha1247,nort3354,cord1235,tahl1238,,,,,,,,,,,,,,,,,,kask1239
araw1281,sout3131,boli1260,tere1279,,,,,,,,,,,,,,,,,,,,guan1270
,,,,,,,,,,,,,,,,,,,,,,,alse1251
,,,,,,,,,,,,,,,,,,,,,,,mose1249
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2842,kivu1239,fore1272,,,,,,,,,,,,shii1238
koma1264,opuu1238,twam1235,,,,,,,,,,,,,,,,,,,,,uduk1239
aust1307,mala1545,sout2923,nort2894,pitu1237,mata1312,,,,,,,,,,,,,,,,,,bamb1270
nort2923,nort2924,main1282,,,,,,,,,,,,,,,,,,,,,taba1263
indo1319,clas1257,balt1263,slav1255,sout3147,west2804,,,,,,,,,,,,,,,,,,kajk1237
east2503,,,,,,,,,,,,,,,,,,,,,,,bine1240
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1250,bomb1265,,,,,,,,,,,,bomb1262
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2841,ruta1242,nort3228,nkor1240,nyor1247,,,,,,,,,,nyor1246
leng1261,east2852,,,,,,,,,,,,,,,,,,,,,,toba1268
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,,,,,,,,,,,,,,,,tiko1237
east2503,,,,,,,,,,,,,,,,,,,,,,,meri1244
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2842,kivu1239,fore1272,fuli1241,fuli1242,,,,,,,,,,fuli1240
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,east2726,awad1245,,,,,,,,,,,,,,awad1243
maya1287,core1254,west2865,kanj1261,kanj1262,kanj1263,,,,,,,,,,,,,,,,,,west2635
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,east2449,east2896,,,,,,,,,,,hawa1245
timo1261,,,,,,,,,,,,,,,,,,,,,,,buna1278
,,,,,,,,,,,,,,,,,,,,,,,etru1241
nucl1709,mekk1240,west2585,,,,,,,,,,,,,,,,,,,,,kosa1249
nilo1247,west2493,buru1328,maba1272,,,,,,,,,,,,,,,,,,,,jumj1238
pama1250,yimi1234,yidi1249,,,,,,,,,,,,,,,,,,,,,yidi1250
hurr1239,,,,,,,,,,,,,,,,,,,,,,,hurr1240
indo1319,clas1257,germ1287,nort3152,west2793,nort3175,angl1264,angl1265,late1254,merc1242,macr1271,guin1259,cari1284,west2854,jama1264,,,,,,,,,limo1249
kxaa1236,,,,,,,,,,,,,,,,,,,,,,,hoaa1235
otom1299,west2783,otop1241,otop1242,otom1297,otom1300,east2737,,,,,,,,,,,,,,,,,east2556
aust1307,mala1545,nort3238,nort3187,,,,,,,,,,,,,,,,,,,,dupa1235
xinc1237,yupi1268,,,,,,,,,,,,,,,,,,,,,,xinc1243
sino1245,bodi1256,tibe1275,west2868,laha1249,,,,,,,,,,,,,,,,,,,patt1248
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,mada1284,,,,,,,,,,,,,,,,mada1285
sino1245,kuki1245,tang1335,sino1246,nucl1829,,,,,,,,,,,,,,,,,,,khan1277
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,mala1542,nort2833,nort3284,,,,,,,,,,,,,,toab1237
,,,,,,,,,,,,,,,,,,,,,,,savo1255
sino1245,burm1265,lolo1265,lolo1267,nili1235,kazh1234,,,,,,,,,,,,,,,,,,kats1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1251,mote1237,budj1234,budj1235,,,,,,,,,,budz1238
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,beta1260,,,,,,,,,,,,,,,,,beta1252
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,ital1285,ital1286,ital1287,,,,,,,,,,,,,,ital1282
nucl1709,kain1273,goro1272,nucl1760,nucl1756,kama1374,,,,,,,,,,,,,,,,,,kani1286
aust1307,mala1545,nort3253,nort3171,keny1280,lowl1270,west2875,pena1271,,,,,,,,,,,,,,,,east2485
sino1245,burm1265,lolo1265,lolo1267,hani1249,biso1244,biso1241,bisu1246,,,,,,,,,,,,,,,,bisu1244
sali1297,maco1238,,,,,,,,,,,,,,,,,,,,,,maco1239
indo1319,clas1257,germ1287,nort3152,west2793,macr1270,midd1347,mode1257,glob1241,afri1273,,,,,,,,,,,,,,afri1274
aust1307,mala1545,east2712,ocea1241,temo1244,reef1242,,,,,,,,,,,,,,,,,,ayiw1239
sino1245,burm1265,naqi1236,qian1263,rgya1241,west2973,,,,,,,,,,,,,,,,,,tang1334
tung1282,east2366,cent2235,,,,,,,,,,,,,,,,,,,,,udih1248
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,irul1245,irul1243,nort3279,,,,,,,,,,,,,,nort2701
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,tung1294,,,,,,,,,,,,,,,,tiga1245
cent2225,memb1239,mang1425,,,,,,,,,,,,,,,,,,,,,mamv1243
hmon1336,hmon1337,pahe1239,,,,,,,,,,,,,,,,,,,,,pahn1237
anim1240,mari1437,nucl1621,,,,,,,,,,,,,,,,,,,,,nucl1622
turk1311,comm1245,karl1243,uygh1241,uygh1240,uzbe1247,,,,,,,,,,,,,,,,,,nort2690
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,maka1327,,,,,,,,,,,,,,,,kwak1266
boro1281,,,,,,,,,,,,,,,,,,,,,,,umot1240
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,main1286,nort3325,extr1244,kumn1236,,,,,,,,,,,,,,caac1237
iroq1247,,,,,,,,,,,,,,,,,,,,,,,cher1273
aust1307,mala1545,mala1536,nort3170,cham1327,cham1330,high1280,chru1238,nort3219,,,,,,,,,,,,,,,nort2994
nucl1580,west2573,,,,,,,,,,,,,,,,,,,,,,orok1267
worr1236,nort2751,forr1234,,,,,,,,,,,,,,,,,,,,,kwin1241
nakh1245,dagh1238,avar1255,andi1254,,,,,,,,,,,,,,,,,,,,andi1255
kuni1270,,,,,,,,,,,,,,,,,,,,,,,kuni1267
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,truk1243,nucl1749,cent2290,east2764,pulu1244,,,,,,,,,,,pulu1242
kuni1270,,,,,,,,,,,,,,,,,,,,,,,bian1252
jiva1245,shua1256,,,,,,,,,,,,,,,,,,,,,,huam1247
aust1307,mala1545,nort3238,meso1254,sout3211,cent2296,kali1310,itne1252,,,,,,,,,,,,,,,,bino1237
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,neha1246,nucl1750,buka1262,sapo1252,tinp1238,,,,,,,,,,teop1238
aust1305,asli1243,cent1987,seno1278,lano1244,,,,,,,,,,,,,,,,,,,temi1246
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,njil1234,sout3233,kune1234,,,,,,,,,,,,,,umbu1257
aust1307,mala1545,sout2923,maka1310,,,,,,,,,,,,,,,,,,,,sela1260
pama1250,pama1251,nort2758,guda1246,nort3278,urad1238,,,,,,,,,,,,,,,,,,atam1239
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,neha1246,nucl1750,buka1262,hali1243,,,,,,,,,,,hali1244
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,truk1243,nucl1749,cent2290,sata1238,macr1274,,,,,,,,,,,caro1242
mong1349,mong1329,oira1260,khal1273,buri1258,,,,,,,,,,,,,,,,,,,mong1330
nakh1245,dagh1238,avar1255,,,,,,,,,,,,,,,,,,,,,avar1256
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,biha1245,mait1254,bhoj1246,,,,,,,,,,,,,bhoj1244
,,,,,,,,,,,,,,,,,,,,,,,gaga1251
atla1278,volt1241,benu1247,akpe1249,edoi1239,nort3182,cent2259,,,,,,,,,,,,,,,,,esan1238
,,,,,,,,,,,,,,,,,,,,,,,tabo1241
sino1245,burm1265,lolo1265,burm1266,nort2720,maru1254,leqi1234,,,,,,,,,,,,,,,,,chas1234
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,mala1542,nort2833,,,,,,,,,,,,,,,kwai1243
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,vehi1234,,,,,,,,,,,,,,,,,sril1245
tama1329,tama1330,tama1368,,,,,,,,,,,,,,,,,,,,,tama1331
gong1255,gong1256,,,,,,,,,,,,,,,,,,,,,,boro1277
aust1307,mala1545,grea1284,mano1276,nort2884,kina1254,buki1251,,,,,,,,,,,,,,,,,binu1244
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2842,kivu1239,rwan1241,,,,,,,,,,,,vinz1238
sena1264,,,,,,,,,,,,,,,,,,,,,,,ango1254
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,truk1243,nucl1749,cent2290,east2764,mort1238,,,,,,,,,,,chuu1238
nucl1710,jabu1249,,,,,,,,,,,,,,,,,,,,,,djeo1235
atha1245,atha1246,atha1247,paci1277,cali1245,,,,,,,,,,,,,,,,,,,hupa1239
atla1278,volt1241,benu1247,idom1262,etul1244,etul1246,nucl1732,,,,,,,,,,,,,,,,,yala1263
sout2948,nasi1247,nasi1248,sout3363,cent2394,,,,,,,,,,,,,,,,,,,naas1242
atha1245,,,,,,,,,,,,,,,,,,,,,,,tlin1245
aust1307,mala1545,east2712,sout3229,cend1238,yape1249,cent2277,ansu1238,,,,,,,,,,,,,,,,woii1237
lake1255,east2500,,,,,,,,,,,,,,,,,,,,,,foau1240
indo1319,clas1257,indo1320,iran1269,cent2399,shug1237,shug1253,,,,,,,,,,,,,,,,,sari1246
aust1307,mala1545,bili1253,tbol1241,,,,,,,,,,,,,,,,,,,,tbol1240
lowe1437,lowe1423,kara1498,,,,,,,,,,,,,,,,,,,,,yima1243
aust1307,mala1545,east2712,ocea1241,cent2060,west2518,west2519,,,,,,,,,,,,,,,,,nucl1487
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,loya1239,,,,,,,,,,,,,,,,,iaai1238
sino1245,burm1265,lolo1265,lolo1267,hani1249,jino1236,,,,,,,,,,,,,,,,,,youl1235
tupi1275,puru1268,rama1257,,,,,,,,,,,,,,,,,,,,,karo1305
araw1281,sout3131,boli1260,moxo1235,,,,,,,,,,,,,,,,,,,,paun1241
worr1236,nort2751,,,,,,,,,,,,,,,,,,,,,,wila1240
aust1307,mala1545,nort3238,caga1241,iban1268,gadd1245,caga1242,,,,,,,,,,,,,,,,,gada1258
cari1283,yukp1242,yukp1243,,,,,,,,,,,,,,,,,,,,,yukp1241
ural1272,mord1256,,,,,,,,,,,,,,,,,,,,,,erzy1239
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,ital1285,west2813,shif1234,sout3183,west2838,cast1243,sout3200,,,,,,,,,,ladi1251
tupi1275,mawe1252,awet1245,tupi1276,sout3271,tupi1277,tupi1282,,,,,,,,,,,,,,,,,mbya1239
sino1245,kare1337,nort2703,,,,,,,,,,,,,,,,,,,,,zaye1235
pano1259,pano1256,main1279,pano1257,cham1314,ship1253,,,,,,,,,,,,,,,,,,capa1241
pama1250,yimi1234,,,,,,,,,,,,,,,,,,,,,,gugu1255
aust1307,mala1545,aruu1241,ujir1238,kola1292,,,,,,,,,,,,,,,,,,,kola1285
aust1307,mala1545,lamp1241,pesi1234,,,,,,,,,,,,,,,,,,,,lamp1243
sino1245,burm1265,lolo1265,lolo1267,hani1249,biso1244,hani1250,haya1251,,,,,,,,,,,,,,,,hani1248
aust1307,mala1545,nort2829,nucl1463,ment1248,nias1241,nias1242,,,,,,,,,,,,,,,,,nucl1464
ural1272,khan1279,east2774,,,,,,,,,,,,,,,,,,,,,fare1244
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,,,,,,,,,,,,,,,,east2447
katu1274,,,,,,,,,,,,,,,,,,,,,,,kana1291
aust1307,mala1545,nort3253,saba1285,sout3154,grea1293,pait1248,uppe1426,,,,,,,,,,,,,,,,uppe1427
pama1250,pama1251,sout3141,uppe1456,,,,,,,,,,,,,,,,,,,,thay1249
atla1278,volt1241,benu1247,delt1251,ogon1240,east2401,taik1252,,,,,,,,,,,,,,,,,khan1278
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,nort3209,coas1317,miji1240,miji1238,nort3232,,,,,,,,,,,giry1241
sino1245,hima1249,maha1306,kira1253,cent2250,sout2736,bant1280,,,,,,,,,,,,,,,,,bant1281
pama1250,sout3135,news1235,yuin1243,yuin1242,nort2761,,,,,,,,,,,,,,,,,,thur1254
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,tung1294,,,,,,,,,,,,,,,,kara1486
west2434,brin1245,mari1420,,,,,,,,,,,,,,,,,,,,,mari1424
sino1245,brah1260,jing1259,jing1260,,,,,,,,,,,,,,,,,,,,sing1264
afro1255,chad1250,west2785,west2714,west2799,west2715,bole1261,nucl1735,gala1265,,,,,,,,,,,,,,,gala1264
atla1278,volt1241,benu1247,bant1294,nort3168,dako1256,tiba1234,,,,,,,,,,,,,,,,,gaaa1245
nucl1709,enga1254,enga1251,,,,,,,,,,,,,,,,,,,,,lemb1266
